title,url,price_eur,dna_price_eur,customer_price_eur,in_stock,manufacturer,gift
"JBL Live Flex 3 langattomat vastamelunappikuulokkeet, Hopea",https://kauppa.dna.fi/tuote/p/jbl-live-flex-3-langattomat-vastamelunappikuulokkeet-hopea,99.0,99.0,129.0,True,JBL,No gift
JBL Charge 5 WiFi langaton kaiutin,https://kauppa.dna.fi/tuote/p/jbl-charge-5-wifi-langaton-kaiutin,129.0,129.0,129.0,True,JBL,No gift
"Samsung Galaxy Fit3 -aktiivisuusranneke, Harmaa",https://kauppa.dna.fi/tuote/p/samsung-galaxy-fit3-aktiivisuusranneke-harmaa,29.0,29.0,65.0,False,Samsung,No gift
"Huawei Watch D2 -älykello, Kulta",https://kauppa.dna.fi/tuote/p/huawei-watch-d2-alykello-kulta,369.0,369.0,449.0,True,Huawei,No gift
Screenor Lumo -suojakuori Apple iPhone 16 Pro Max -puhelimelle,https://kauppa.dna.fi/tuote/p/screenor-lumo-suojakuori-apple-iphone-16-pro-max-puhelimelle,9.0,9.0,29.0,False,Screenor,No gift
Screenor Lumo -suojakuori Apple iPhone 16 Pro -puhelimelle,https://kauppa.dna.fi/tuote/p/screenor-lumo-suojakuori-apple-iphone-16-pro-puhelimelle,9.0,9.0,29.0,False,Screenor,No gift
Screenor Lumo -suojakuori Apple iPhone 16 -puhelimelle,https://kauppa.dna.fi/tuote/p/screenor-lumo-suojakuori-apple-iphone-16-puhelimelle,9.0,9.0,29.0,False,Screenor,No gift
"Apple Watch Series 10 (GPS 46 mm), M/L, Hopea alumiinikuori ja farkunsininen urheiluranneke",https://kauppa.dna.fi/tuote/p/apple-watch-series-10-gps-46-mm-m-l-hopea-alumiinikuori-ja-farkunsininen-urheiluranneke,299.0,299.0,299.0,False,Apple,No gift
"Garmin Fenix 8 AMOLED -älykello, 51 mm",https://kauppa.dna.fi/tuote/p/garmin-fenix-8-amoled-alykello-51-mm,799.0,799.0,979.0,True,Garmin,No gift
"Garmin Fenix 8 AMOLED -älykello, 47 mm",https://kauppa.dna.fi/tuote/p/garmin-fenix-8-amoled-alykello-47-mm,699.0,699.0,879.0,False,Garmin,No gift
"Garmin Fenix 8 AMOLED -älykello, 43 mm",https://kauppa.dna.fi/tuote/p/garmin-fenix-8-amoled-alykello-43-mm,699.0,699.0,879.0,True,Garmin,No gift
"Philips H3209 langattomat kuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/philips-h3209-langattomat-kuulokkeet-musta,5.0,5.0,9.0,False,Philips,No gift
"Samsung Galaxy Watch Ultra, Titanium White",https://kauppa.dna.fi/tuote/p/samsung-galaxy-watch-ultra-white,549.0,549.0,699.0,True,Samsung,No gift
"Samsung Galaxy Buds3 langattomat kuulokkeet, Hopea",https://kauppa.dna.fi/tuote/p/samsung-galaxy-buds3-langattomat-vastamelukuulokkeet-hopea,79.0,79.0,179.0,False,Samsung,No gift
"Samsung Galaxy Watch7 4G, 40 mm, Green",https://kauppa.dna.fi/tuote/p/samsung-galaxy-watch7-4g-40-mm-green,199.0,199.0,249.0,False,Samsung,No gift
Lenovo Legion M410 langaton pelihiiri,https://kauppa.dna.fi/tuote/p/lenovo-legion-m410-langaton-pelihiiri,24.0,24.0,39.0,True,Lenovo,No gift
"Suunto Ocean -urheilukello, All Black",https://kauppa.dna.fi/tuote/p/suunto-ocean-urheilukello-all-black,799.0,799.0,799.0,True,Suunto,No gift
Grateq Olos GaN USB-C -laturi 65 W,https://kauppa.dna.fi/tuote/p/grateq-olos-gan-usb-c-laturi-65-w,15.0,15.0,15.0,True,Grateq,No gift
"Philips H4205 langattomat kuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/philips-h4205-langattomat-kuulokkeet-musta,5.0,5.0,9.0,False,Philips,No gift
"JBL Clip 5 langaton kaiutin, Musta",https://kauppa.dna.fi/tuote/p/jbl-clip-5-langaton-kaiutin-musta,39.0,39.0,59.0,True,JBL,No gift
"Sony WH-ULT900NB -vastamelukuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/sony-wh-ult900nb-vastamelukuulokkeet-musta,119.0,119.0,149.0,True,Sony,No gift
"Sudio A1 langattomat nappikuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/sudio-a1-langattomat-nappikuulokkeet-musta,10.0,10.0,19.0,False,Sudio,No gift
"Garmin Forerunner 165 -älykello, Musta",https://kauppa.dna.fi/tuote/p/garmin-forerunner-165-alykello-musta,179.0,179.0,239.0,True,Garmin,No gift
TP-Link Tapo T315 -lämpötila- ja kosteusmittari,https://kauppa.dna.fi/tuote/p/tp-link-tapo-t315-lampotila-ja-kosketusmittari,23.0,23.0,34.0,False,TP-Link,No gift
TP-Link Tapo T110 -sensori oveen ja ikkunaan,https://kauppa.dna.fi/tuote/p/tp-link-tapo-t110-sensori-oveen-ja-ikkunaan,12.0,12.0,19.0,False,TP-Link,No gift
"Suunto Race Titanium -urheilukello, Charcoal",https://kauppa.dna.fi/tuote/p/suunto-race-titanium-urheilukello-charcoal,399.0,399.0,399.0,True,Suunto,No gift
"JBL Live 770NC -vastamelukuulokkeet, Beige",https://kauppa.dna.fi/tuote/p/jbl-live-770nc-vastamelukuulokkeet-beige,79.0,79.0,179.0,True,JBL,No gift
"Sudio A1 Pro -vastamelunappikuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/sudio-a1-pro-vastamelunappikuulokkeet-musta,19.0,19.0,29.0,False,Sudio,No gift
"JBL Soundgear Sense langattomat kuulokkeet, Valkoinen",https://kauppa.dna.fi/tuote/p/jbl-soundgear-sense-langattomat-kuulokkeet-valkoinen,39.0,39.0,99.0,True,JBL,No gift
"Sony WF-1000XM5 -vastamelunappikuulokkeet, Harmaa",https://kauppa.dna.fi/tuote/p/sony-wf-1000xm5-vastamelunappikuulokkeet-harmaa,199.0,199.0,269.0,True,Sony,No gift
"Garmin Fenix 7X Pro Solar -älykello, 51 mm",https://kauppa.dna.fi/tuote/p/garmin-fenix-7x-pro-solar-alykello-51-mm,449.0,449.0,649.0,True,Garmin,No gift
"Suunto Vertical -urheilukello, All Black",https://kauppa.dna.fi/tuote/p/suunto-vertical-urheilukello-all-black,349.0,349.0,399.0,True,Suunto,No gift
"TP-Link Tapo P110 -älypistorasia, 4 kpl",https://kauppa.dna.fi/tuote/p/tp-link-tapo-p110-alypistorasia-4-kpl,32.0,32.0,42.0,True,TP-Link,No gift
TP-Link Tapo P300 -älyjatkojohto,https://kauppa.dna.fi/tuote/p/tp-link-tapo-p300-alyjatkojohto,32.0,32.0,44.0,True,TP-Link,No gift
Marshall Major IV langattomat kuulokkeet,https://kauppa.dna.fi/tuote/p/marshall-major-iv-langattomat-kuulokkeet,89.0,89.0,139.0,False,Marshall,No gift
"JBL Live Flex langattomat vastamelunappikuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/jbl-live-flex-langattomat-vastamelunappikuulokkeet-musta,39.0,39.0,79.0,False,JBL,No gift
"JBL Wave Flex langattomat kuulokkeet, Beige",https://kauppa.dna.fi/tuote/p/jbl-wave-flex-langattomat-kuulokkeet-beige,9.0,9.0,19.0,False,JBL,No gift
EZVIZ BC1-B2 -valvontakamerapaketti,https://kauppa.dna.fi/tuote/p/ezviz-bc1-b2-valvontakamerapaketti,99.0,99.0,229.0,True,EZVIZ,No gift
"JBL Live Pro 2 langattomat vastamelunappikuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/jbl-live-pro-2-langattomat-vastamelunappikuulokkeet-musta,39.0,39.0,79.0,False,JBL,No gift
"JBL Tune Flex langattomat vastamelunappikuulokkeet, Valkoinen",https://kauppa.dna.fi/tuote/p/jbl-tune-flex-langattomat-vastamelunappikuulokkeet-valkoinen,29.0,29.0,49.0,True,JBL,No gift
